"datasetID","dataType","nSamples","nAnalytes","minRowNonNaNumber.log2","maxRowNonNaNumber.log2","minRowNaPercentage.log2","maxRowNaPercentage.log2","minColNaPercentage.log2","maxColNaPercentage.log2","percNATotal.log2","percOfRowsWithNAs.log2","percOfColsWithNAs.log2","corSampleMeanNA.log2","corSampleMeanNAPval.log2","corAnalyteMeanNA.log2","corAnalyteMeanNAPval.log2","mean.wNAs.log2","median.wNAs.log2","min.wNAs.log2","max.wNAs.log2","medianSampleVariance.wNAs.log2","medianAnalyteVariance.wNAs.log2","variance.wNAs.log2","kurtosis.wNAs.log2","skewness.wNAs.log2","prctPC1.wNAs.log2","prctPC2.wNAs.log2","bimodalityRowCorr.wNAs.log2","bimodalityRowCorrSeed.wNAs.log2","bimodalityColCorr.wNAs.log2","bimodalityColCorrSeed.wNAs.log2","linearCoefPoly2Row.wNAs.log2","quadraticCoefPoly2Row.wNAs.log2","coefHclustRows.wNAs.log2","coefHclustRowsSeed.wNAs.log2","intensityNAProb50.sd.wNAs.log2","intensityNAProb90.sd.wNAs.log2","intensityNAProbSeed.wNAs.log2","intensityNAProbnSamplesWithProbValue.wNAs.log2","nDistinctValues.log2","nNegativeNumbers.log2"
"E-GEOD-81383.aggregated_filtered_counts.mtx","sc_unnormalized",226,23944,3,226,0,98.6725663716814,36.5519545606415,78.4330103575008,57.2850478550246,98.233377881724,100,-0.627615460765803,3.72044824354892e-26,-0.719000907964855,0,4.03595715122199,4.07839763294188,-26.6013795832283,16.6711816750106,11.0251087890568,4.41059485859979,11.2722298502529,5.83130535731038,-0.849035343889501,0.136199939098706,0.0254414671690478,NA,123,1.01655202974485,NA,-1.32379838768551,0.140102223057921,0.904128016470759,123,1.4224962812955,2.03671874650687,123,198,1004726,0
"E-GEOD-81547.aggregated_filtered_counts.mtx","sc_unnormalized",2514,30751,3,2514,0,99.8806682577566,59.3996943188839,98.5919157100582,80.6688889977176,99.9577249520341,100,-0.128957991614212,8.59347246643188e-11,-0.477970812616037,0,3.77443869600698,3.70043971814109,-26.6140598426726,20.854951301031,11.387111611111,5.67878857151835,11.8652018600361,7.18580454259783,-1.01781441216046,0.0505482749629265,0.023596140744286,NA,123,0.63464308644929,123,-1.26614452341898,0.111354804856934,0.805392476235532,123,3.1379716836232,6.36992203115922,123,193,5363933,0
"E-GEOD-81608.aggregated_filtered_counts.mtx","sc_unnormalized",1600,28616,3,1600,0,99.8125,53.2289628180039,88.894324853229,69.3144700517193,99.758876153201,100,-0.228652474113752,2.00798579064868e-20,-0.570572637494313,0,3.58664911088935,3.22370403336305,-26.6022315675661,21.2502029855589,10.7276468975196,5.29580990134931,10.975615045392,6.71822131724863,-0.775749190343308,0.0303607435495978,0.0116761447416686,NA,123,0.0749181805128781,123,-1.24234166387267,0.0965527422328948,0.818075956142595,123,1.74002237291043,2.52453012990497,123,200,7273295,0
"E-GEOD-81682.aggregated_filtered_counts.mtx","sc_unnormalized",1919,25472,3,1919,0,99.8436685773841,48.8379396984925,83.2953831658292,65.9668092776284,98.8929020100502,100,-0.779377658821469,0,-0.794020271183755,0,4.11399641839771,3.58496250072116,-26.6072625470218,23.4078457776184,11.4169714567343,7.1325363115263,12.5378260673654,1.68732556349206,-0.14894938394362,0.221849432203774,0.0307907364041887,NA,123,0.840373058199065,123,-0.931212515544773,0.172428420215408,0.837503705371033,123,1.47615549776992,1.65090653111329,123,183,4135244,0
"E-GEOD-83139.aggregated_filtered_counts.mtx","sc_unnormalized",617,26897,3,617,0,99.5137763371151,47.4997211584935,88.857493400751,63.0882358169399,99.6839796259806,100,-0.642161743619349,4.98613791399516e-73,-0.645868379167301,0,4.22550569041194,3.99731968940124,-26.599852384487,21.9386355861951,12.6556255531684,7.01797864524242,13.2019304563885,3.7281810017736,-0.46407410047831,0.062103952121464,0.0317952634808799,NA,123,0.725799624767537,NA,-1.5976634765682,0.201052892007211,0.782858445338696,123,2.536273162533,3.81076874853544,123,195,2987498,0
"E-GEOD-84465.aggregated_filtered_counts.mtx","sc_unnormalized",3561,31941,3,3561,0,99.9157540016849,61.1439842209073,99.2987069910147,82.3674962140821,99.9937384552769,100,-0.235246724111329,5.68366043071462e-46,-0.333185848612863,0,3.47745958745814,3.07517576388269,-26.6093091496716,18.7727462764411,11.20407799044,6.37733623675606,11.577196390619,7.6944557262401,-0.970398387553247,0.043674950907205,0.0188472415986838,NA,123,0.134514075426487,123,-1.94071329158415,0.186106775232426,0.798251119466459,123,3.23189809981979,10.8058621363565,123,140,8422778,0
"E-GEOD-86618.aggregated_filtered_counts.mtx","sc_unnormalized",537,26267,3,537,0,99.4413407821229,45.604751208741,80.7743556553851,58.0309469174845,98.964480146191,100,-0.510402295020579,5.84378304252786e-37,-0.624923104568987,0,4.52024951737315,4.24792751344359,-26.593115117796,19.2224197024407,13.3968225260759,5.53429757633781,13.6078773067874,3.92220632424507,-0.509459473551255,0.0606719459369969,0.023959561897206,NA,123,0.170684486639967,NA,-1.19583286313889,0.131295472334517,0.81599803045951,123,1.31934130004864,1.94331602720449,123,199,3560307,0
"E-GEOD-87631.aggregated_filtered_counts.mtx","sc_unnormalized",1141,23949,3,1141,0,99.7370727432077,48.2400100212953,96.1752056453297,79.8037415836435,99.966595682492,100,0.123966770065734,2.68034637496949e-05,-0.724256499878945,0,3.25646980095049,2.58496250072116,-26.6173169228289,18.0498671572044,10.1766595662044,6.62399570336659,10.5020495690463,4.93644883682652,-0.165582142620927,0.0981150154030105,0.0471390342984599,NA,123,1.18928296733072,123,-1.34483263245893,0.176631399261096,0.800427406765614,123,1.75446156511591,5.49280430586327,123,170,1407667,0
"E-GEOD-89232.aggregated_filtered_counts.mtx","sc_unnormalized",957,24583,3,957,0,99.6865203761756,64.8985070984013,95.9158768254485,84.2049523991208,99.991864296465,100,-0.437542250840751,5.01976252911498e-46,-0.564946495713848,0,2.66482805070617,2.43238040972083,-26.6140702156746,17.4938324692369,9.1122754703612,3.63283439234877,10.0029660776677,13.6303103959914,-1.67083180151261,0.119766711452265,0.0252818692309075,NA,123,0.116891336607817,NA,-2.13312607269053,0.144675594600125,0.874202534241821,123,1.97154420423699,2.27718090175444,123,170,1023905,0
"E-GEOD-89910.aggregated_filtered_counts.mtx","sc_unnormalized",205,14381,3,205,0,98.5365853658537,39.9694040748209,62.846811765524,50.9162326307916,91.7599610597316,100,0.536712734532783,1.08591763277107e-16,-0.836682713224718,0,5.5629761776379,5.88264304936184,-26.5913597226905,17.7899474944062,10.5326460142101,5.81587288681861,10.6638261550852,0.0632210854702637,-0.259935680326746,0.0377448346790608,0.0185044374899394,NA,123,0.09711934639539,NA,-0.912139300970867,0.0453966491155194,0.639324905190978,123,0.517419175375748,1.12706594060797,123,199,138495,0
