"datasetID","dataType","nSamples","nAnalytes","minRowNonNaNumber.log2","maxRowNonNaNumber.log2","minRowNaPercentage.log2","maxRowNaPercentage.log2","minColNaPercentage.log2","maxColNaPercentage.log2","percNATotal.log2","percOfRowsWithNAs.log2","percOfColsWithNAs.log2","corSampleMeanNA.log2","corSampleMeanNAPval.log2","corAnalyteMeanNA.log2","corAnalyteMeanNAPval.log2","mean.wNAs.log2","median.wNAs.log2","min.wNAs.log2","max.wNAs.log2","medianSampleVariance.wNAs.log2","medianAnalyteVariance.wNAs.log2","variance.wNAs.log2","kurtosis.wNAs.log2","skewness.wNAs.log2","prctPC1.wNAs.log2","prctPC2.wNAs.log2","bimodalityRowCorr.wNAs.log2","bimodalityRowCorrSeed.wNAs.log2","bimodalityColCorr.wNAs.log2","bimodalityColCorrSeed.wNAs.log2","linearCoefPoly2Row.wNAs.log2","quadraticCoefPoly2Row.wNAs.log2","coefHclustRows.wNAs.log2","coefHclustRowsSeed.wNAs.log2","intensityNAProb50.sd.wNAs.log2","intensityNAProb90.sd.wNAs.log2","intensityNAProbSeed.wNAs.log2","intensityNAProbnSamplesWithProbValue.wNAs.log2","nDistinctValues.log2","nNegativeNumbers.log2"
"1001.tsv","~/Data/jlab_microbiome",23,3552,1,23,0,95.6521739130435,57.2635135135135,93.0461711711712,78.8533098315707,99.3243243243243,100,0.631084773404857,0.00124211347474691,-0.578838388376087,6.45588267249198e-317,2.07735795540808,1.58496250072116,0,12.0433691139577,2.36411785533499,0.539469669152877,2.67945030871098,1.75492620891771,1.17747409700744,0.240022477671953,0.114968024545229,NA,123,1.04428739923572,NA,0.740540488293448,0.0124739424260186,0.852970859117177,123,1.14539733113883,1.36209432521798,NA,23,278,0
"1024.tsv","~/Data/jlab_microbiome",231,14838,1,220,4.76190476190476,99.5670995670996,85.6786628925731,99.9865210944871,95.6493769069588,100,100,0.36958981222869,6.90450096589684e-09,-0.365193226849569,0,1.61455676080515,1,0,11.9886846867722,1.25146791991975,0.230769230769231,1.31652246565768,3.86542255293695,1.39204853272743,0.0658255213126402,0.0513958793462641,NA,123,0.167652112772891,NA,-0.117791797721099,0.274026438810819,0.804976918936237,123,1.01764166099026,1.24978274940483,123,198,314,0
"1030.tsv","~/Data/jlab_microbiome",148,19674,1,148,0,99.3243243243243,87.1759682830131,99.9186743925994,93.137018537293,99.9745857476873,100,0.675544935375259,4.60907008255712e-21,-0.326183695220423,0,3.0544000256997,2.58496250072116,0,15.2399713861093,5.90403290994212,1.46210719935747,5.69835538249397,0.622810887777244,0.963356575465783,0.0547812378920333,0.0561297846105637,NA,123,0.148282493417201,NA,1.62193140683569,-0.117280963080671,0.80941602059596,123,0.971342230291692,1.15787354096402,NA,147,2370,0
"1031.tsv","~/Data/jlab_microbiome",12,6857,1,12,0,91.6666666666667,66.1222108793933,99.9562490885227,75.5809148801711,99.9708327256818,100,0.384615384615385,0.218387426912988,-0.489970953878135,0,2.66124268022815,2,0,12.9327683925409,4.78368840484966,0.844455003698319,4.88534479547013,0.83222628293454,1.068881607032,0.223627601924429,0.132932918876634,NA,123,1.27070001784053,NA,0.857106123188216,-0.0737135201446906,0.895544013557901,123,0.661690696664823,1.41145476623185,NA,11,649,0
"1033.tsv","~/Data/jlab_microbiome",5,2285,1,4,20,80,42.9321663019694,96.1487964989059,73.7943107221006,100,100,0.4,0.516666666666667,-0.167251604184043,8.46564571200482e-16,4.45588192488025,4,0,14.6977277826065,8.3904507747588,3.2367834446387,8.5966256159257,-0.115253721225779,0.653912938047534,0.46055920679262,0.279862208847714,NA,123,2.7859274780163,NA,4.29730661842783,-0.313642847384849,0.959025084400123,123,7.63280813382576,12.8244381707555,NA,3,563,0
"1034.tsv","~/Data/jlab_microbiome",89,22957,1,82,7.86516853932584,98.876404494382,84.5275950690421,99.803981356449,94.4055153430473,100,100,0.79375888459536,1.74776678695355e-20,-0.202979841848615,4.92915504403114e-212,3.1273040159056,2.58496250072116,0,15.7407557866332,4.59066531782455,1.46181415825747,5.38256061133859,0.388516397363692,0.854964417168166,0.0827792151530266,0.0603570183074892,NA,123,0.835506861969274,NA,1.7194478750538,-0.0963730252257265,0.753164526077356,123,1.62716877621364,3.257659025132,NA,81,1581,0
"1035.tsv","~/Data/jlab_microbiome",115,9366,1,110,4.34782608695652,99.1304347826087,82.1695494341234,99.978646166987,92.9734748256877,100,100,0.670798851911151,2.37206860669642e-16,-0.141426588680812,4.79556037129955e-43,3.8050816144544,3.32192809488736,0,16.2718824398549,6.58354727821869,2.40461733699305,7.11872457306468,0.264790534418928,0.792254920420305,NA,NA,NA,123,0.462447595250019,NA,2.18426670472484,-0.147531836597757,0.781162915039495,123,1.93273177255011,4.6461634713889,NA,109,2456,0
"1036.tsv","~/Data/jlab_microbiome",66,9069,1,66,0,98.4848484848485,75.0689160877715,89.8224721579005,83.8221781159261,99.0737677803506,100,0.776532231298119,1.83644183153876e-14,-0.625605321798956,0,3.06214459816929,2.32192809488736,0,15.0769825659812,5.75794830450021,0.642551582690201,5.85672012051841,0.736758532987885,1.04315428442232,0.249545129324537,0.197368263425898,NA,123,4.40419623713013,NA,0.844469306370259,-0.0513698806176927,0.890316686739002,123,0.734081678435491,0.721452504880917,NA,66,1857,0
"1037.tsv","~/Data/jlab_microbiome",24,13136,1,24,0,95.8333333333333,79.8721071863581,90.324299634592,84.6398573893626,99.4671132764921,100,0.50695652173913,0.0124404450342393,-0.434445560539443,0,2.60917674968795,2,0,14.0311842621408,4.78313413532078,0.898530740322907,4.70589290509718,1.02385874132897,1.10706082284542,0.148331182802136,0.121537668388852,NA,123,1.3024864333586,NA,1.18288413700844,-0.0863380380390667,0.859365801955071,123,0.725855666029163,0.893569958967365,NA,24,922,0
"1038.tsv","~/Data/jlab_microbiome",21,14453,1,21,0,95.2380952380952,79.8934477271155,90.5763509306026,85.1291377964041,99.8201065522729,100,0.623376623376623,0.00312254744795104,-0.438404389691641,0,2.57871373845975,2,0,12.8237652797897,4.54315544635245,0.955431974672614,4.61495041815325,1.06196418059149,1.11092253875128,0.137936437677219,0.116438732151442,NA,123,1.19340820588567,NA,1.03356826606532,-0.0766829905927022,0.853370813131188,123,0.587680674290212,0.916737593353047,NA,21,868,0
